Município; Estado; FPM; Ano; Mês;
Tanhaçu; BA; 321.122,23; 2002; 05;
Tanque Novo; BA; 267.601,88; 2002; 05;
Tanquinho; BA; 211.326,06; 2002; 05;
Taperoá; BA; 281.768,07; 2002; 05;
Tapiramutá; BA; 321.122,23; 2002; 05;
Teixeira de Freitas; BA; 856.325,89; 2002; 05;
Teodoro Sampaio; BA; 181.136,61; 2002; 05;
Teofilândia; BA; 321.122,23; 2002; 05;
Teolândia; BA; 214.081,50; 2002; 05;
Terra Nova; BA; 231.452,34; 2002; 05;
Tremedal; BA; 332.083,77; 2002; 05;
Tucano; BA; 588.724,07; 2002; 05;
Uauá; BA; 374.642,59; 2002; 05;
Ubaíra; BA; 321.122,23; 2002; 05;
Ubaitaba; BA; 374.642,59; 2002; 05;
Ubatã; BA; 362.273,21; 2002; 05;
Uibaí; BA; 267.601,88; 2002; 05;
Umburanas; BA; 267.601,88; 2002; 05;
Una; BA; 428.162,96; 2002; 05;
Urandi; BA; 281.768,07; 2002; 05;
Uruçuca; BA; 362.273,21; 2002; 05;
Utinga; BA; 281.768,07; 2002; 05;
Valença; BA; 684.293,80; 2002; 05;
Valente; BA; 332.083,77; 2002; 05;
Várzea da Roça; BA; 267.601,88; 2002; 05;
Várzea do Poço; BA; 181.136,61; 2002; 05;
Várzea Nova; BA; 281.768,07; 2002; 05;
Varzedo; BA; 181.136,61; 2002; 05;
Vera Cruz; BA; 428.162,96; 2002; 05;
Vereda; BA; 181.136,61; 2002; 05;
Vitória da Conquista; BA; 1.893.134,97; 2002; 05;
Wagner; BA; 160.561,13; 2002; 05;
Wanderley; BA; 267.601,88; 2002; 05;
Wenceslau Guimarães; BA; 374.642,59; 2002; 05;
Xique-Xique; BA; 535.203,68; 2002; 05;
Abaíra; BA; 127.524,52; 2002; 06;
Abaré; BA; 188.398,12; 2002; 06;
Acajutiba; BA; 188.398,12; 2002; 06;
Adustina; BA; 188.398,12; 2002; 06;
Água Fria; BA; 188.398,12; 2002; 06;
Aiquara; BA; 113.038,88; 2002; 06;
Alagoinhas; BA; 678.233,13; 2002; 06;
Alcobaça; BA; 226.077,73; 2002; 06;
Almadina; BA; 127.524,52; 2002; 06;
Amargosa; BA; 301.436,96; 2002; 06;
Amélia Rodrigues; BA; 263.757,36; 2002; 06;
América Dourada; BA; 198.371,48; 2002; 06;
Anagé; BA; 340.065,35; 2002; 06;
Andaraí; BA; 188.398,12; 2002; 06;
Andorinha; BA; 198.371,48; 2002; 06;
Angical; BA; 188.398,12; 2002; 06;
Anguera; BA; 148.778,61; 2002; 06;
Antas; BA; 198.371,48; 2002; 06;
Antônio Cardoso; BA; 184.202,08; 2002; 06;
Antônio Gonçalves; BA; 148.778,61; 2002; 06;
Aporá; BA; 219.625,56; 2002; 06;
Apuarema; BA; 113.038,88; 2002; 06;
Araças; BA; 150.718,50; 2002; 06;
Aracatu; BA; 198.371,48; 2002; 06;
Araci; BA; 376.796,21; 2002; 06;
Aramari; BA; 127.524,52; 2002; 06;
Arataca; BA; 184.202,08; 2002; 06;
Aratuípe; BA; 113.038,88; 2002; 06;
Aurelino Leal; BA; 233.794,94; 2002; 06;
Baianópolis; BA; 162.948,01; 2002; 06;
Baixa Grande; BA; 233.794,94; 2002; 06;
Banzaê; BA; 162.948,01; 2002; 06;
Barra; BA; 340.065,35; 2002; 06;
Barra da Estiva; BA; 263.757,36; 2002; 06;
Barra do Choça; BA; 339.116,59; 2002; 06;
Barra do Mendes; BA; 184.202,08; 2002; 06;
Barra do Rocha; BA; 127.524,52; 2002; 06;
Barreiras; BA; 640.553,53; 2002; 06;
Barro Alto; BA; 150.718,50; 2002; 06;
Barro Preto; BA; 127.524,52; 2002; 06;
Barrocas; BA; 150.718,50; 2002; 06;
Belmonte; BA; 233.794,94; 2002; 06;
Belo Campo; BA; 226.077,73; 2002; 06;
Biritinga; BA; 188.398,12; 2002; 06;
Boa Nova; BA; 226.077,73; 2002; 06;
Boa Vista do Tupim; BA; 226.077,73; 2002; 06;
Bom Jesus da Lapa; BA; 414.475,81; 2002; 06;
Bom Jesus da Serra; BA; 150.718,50; 2002; 06;
Boninal; BA; 162.948,01; 2002; 06;
Bonito; BA; 150.718,50; 2002; 06;
Boquira; BA; 233.794,94; 2002; 06;
Botuporã; BA; 150.718,50; 2002; 06;
Brejões; BA; 188.398,12; 2002; 06;
Brejolândia; BA; 127.524,52; 2002; 06;
Brotas de Macaúbas; BA; 184.202,08; 2002; 06;
Brumado; BA; 452.155,41; 2002; 06;
Buerarema; BA; 233.794,94; 2002; 06;
Buritirama; BA; 226.077,73; 2002; 06;
Caatiba; BA; 188.398,12; 2002; 06;
Cabaceiras do Paraguaçu; BA; 188.398,12; 2002; 06;
Cachoeira; BA; 301.436,96; 2002; 06;
Caculé; BA; 226.077,73; 2002; 06;
Caém; BA; 184.202,08; 2002; 06;
Caetanos; BA; 150.718,50; 2002; 06;
Caetité; BA; 376.796,21; 2002; 06;
Cafarnaum; BA; 188.398,12; 2002; 06;
Cairu; BA; 162.948,01; 2002; 06;
Caldeirão Grande; BA; 162.948,01; 2002; 06;
Camacan; BA; 354.234,74; 2002; 06;
Camaçari; BA; 1.332.812,22; 2002; 06;
Camamu; BA; 304.641,89; 2002; 06;
Campo Alegre de Lourdes; BA; 269.218,41; 2002; 06;
Campo Formoso; BA; 446.335,75; 2002; 06;
Canápolis; BA; 127.524,52; 2002; 06;
Canarana; BA; 233.794,94; 2002; 06;
Canavieiras; BA; 301.436,96; 2002; 06;
Candeal; BA; 148.778,61; 2002; 06;
Candeias; BA; 489.835,05; 2002; 06;
Candiba; BA; 184.202,08; 2002; 06;
Cândido Sales; BA; 263.757,36; 2002; 06;
Cansanção; BA; 304.641,89; 2002; 06;
Canudos; BA; 188.398,12; 2002; 06;
Capela do Alto Alegre; BA; 184.202,08; 2002; 06;
Capim Grosso; BA; 263.757,36; 2002; 06;
Caraíbas; BA; 226.077,73; 2002; 06;
Caravelas; BA; 233.794,94; 2002; 06;
Cardeal da Silva; BA; 113.038,88; 2002; 06;
Carinhanha; BA; 263.757,36; 2002; 06;
Casa Nova; BA; 414.475,81; 2002; 06;
Castro Alves; BA; 269.218,41; 2002; 06;
Catolândia; BA; 113.038,88; 2002; 06;
Catu; BA; 375.488,83; 2002; 06;
Caturama; BA; 127.524,52; 2002; 06;
Central; BA; 198.371,48; 2002; 06;
Chorrochó; BA; 150.718,50; 2002; 06;
Cícero Dantas; BA; 301.436,96; 2002; 06;
Cipó; BA; 188.398,12; 2002; 06;
Coaraci; BA; 269.218,41; 2002; 06;
Cocos; BA; 226.077,73; 2002; 06;
Conceição da Feira; BA; 226.077,73; 2002; 06;
Conceição do Almeida; BA; 226.077,73; 2002; 06;
Conceição do Coité; BA; 414.475,81; 2002; 06;
Conceição do Jacuípe; BA; 263.757,36; 2002; 06;
Conde; BA; 226.077,73; 2002; 06;
Condeúba; BA; 226.077,73; 2002; 06;
Contendas do Sincorá; BA; 113.038,88; 2002; 06;
Coração de Maria; BA; 263.757,36; 2002; 06;
Cordeiros; BA; 127.524,52; 2002; 06;
Coribe; BA; 198.371,48; 2002; 06;
Coronel João Sá; BA; 226.077,73; 2002; 06;
Correntina; BA; 301.436,96; 2002; 06;
Cotegipe; BA; 162.948,01; 2002; 06;
Cravolândia; BA; 113.038,88; 2002; 06;
Crisópolis; BA; 226.077,73; 2002; 06;
Cristópolis; BA; 162.948,01; 2002; 06;
Cruz das Almas; BA; 414.475,81; 2002; 06;
Curaçá; BA; 263.757,36; 2002; 06;
Dário Meira; BA; 198.371,48; 2002; 06;
Dias D'Ávila; BA; 376.796,21; 2002; 06;
Dom Basílio; BA; 150.718,50; 2002; 06;
Dom Macedo Costa; BA; 113.038,88; 2002; 06;
Elísio Medrado; BA; 127.524,52; 2002; 06;
Encruzilhada; BA; 301.436,96; 2002; 06;
Entre Rios; BA; 339.116,59; 2002; 06;
Érico Cardoso; BA; 150.718,50; 2002; 06;
Esplanada; BA; 263.757,36; 2002; 06;
Euclides da Cunha; BA; 410.912,29; 2002; 06;
Eunápolis; BA; 527.514,67; 2002; 06;
Fátima; BA; 226.077,73; 2002; 06;
Feira da Mata; BA; 113.038,88; 2002; 06;
Feira de Santana; BA; 1.332.812,22; 2002; 06;
Filadélfia; BA; 226.077,73; 2002; 06;
Firmino Alves; BA; 113.038,88; 2002; 06;
Floresta Azul; BA; 184.202,08; 2002; 06;
Formosa do Rio Preto; BA; 226.077,73; 2002; 06;
Gandu; BA; 269.218,41; 2002; 06;
Gavião; BA; 113.038,88; 2002; 06;
Gentio do Ouro; BA; 127.524,52; 2002; 06;
Glória; BA; 188.398,12; 2002; 06;
Gongogi; BA; 150.718,50; 2002; 06;
Governador Mangabeira; BA; 233.794,94; 2002; 06;
Guajeru; BA; 150.718,50; 2002; 06;
Guanambi; BA; 489.835,05; 2002; 06;
Guaratinga; BA; 263.757,36; 2002; 06;
Heliópolis; BA; 162.948,01; 2002; 06;
Iaçu; BA; 269.218,41; 2002; 06;
Ibiassucê; BA; 162.948,01; 2002; 06;
Ibicaraí; BA; 290.472,49; 2002; 06;
Ibicoara; BA; 188.398,12; 2002; 06;
Ibicuí; BA; 198.371,48; 2002; 06;
Ibipeba; BA; 198.371,48; 2002; 06;
Ibipitanga; BA; 162.948,01; 2002; 06;
Ibiquera; BA; 113.038,88; 2002; 06;
Ibirapitanga; BA; 233.794,94; 2002; 06;
Ibirapuã; BA; 113.038,88; 2002; 06;
Ibirataia; BA; 263.757,36; 2002; 06;
Ibitiara; BA; 198.371,48; 2002; 06;
Ibititá; BA; 226.077,73; 2002; 06;
Ibotirama; BA; 263.757,36; 2002; 06;
Ichu; BA; 127.524,52; 2002; 06;
Igaporã; BA; 198.371,48; 2002; 06;
Igrapiúna; BA; 188.398,12; 2002; 06;
Iguaí; BA; 269.218,41; 2002; 06;
Ilhéus; BA; 1.332.812,22; 2002; 06;
Inhambupe; BA; 263.757,36; 2002; 06;
Ipecaetá; BA; 233.794,94; 2002; 06;
Ipiaú; BA; 361.319,42; 2002; 06;
Ipirá; BA; 446.335,75; 2002; 06;
Ipupiara; BA; 127.524,52; 2002; 06;
Irajuba; BA; 113.038,88; 2002; 06;
Iramaia; BA; 226.077,73; 2002; 06;
Iraquara; BA; 226.077,73; 2002; 06;
Irará; BA; 263.757,36; 2002; 06;
Irecê; BA; 414.475,81; 2002; 06;
Itabela; BA; 269.218,41; 2002; 06;
Itaberaba; BA; 410.912,29; 2002; 06;
Itabuna; BA; 1.332.812,22; 2002; 06;
Itacaré; BA; 226.077,73; 2002; 06;
Itaeté; BA; 198.371,48; 2002; 06;
Itagi; BA; 198.371,48; 2002; 06;
Itagibá; BA; 219.625,56; 2002; 06;
Itagimirim; BA; 113.038,88; 2002; 06;
Itaguaçu da Bahia; BA; 184.202,08; 2002; 06;
Itaju do Colônia; BA; 148.778,61; 2002; 06;
Itajuípe; BA; 255.049,03; 2002; 06;
Itamaraju; BA; 446.335,75; 2002; 06;
Itamari; BA; 127.524,52; 2002; 06;
Itambé; BA; 301.436,96; 2002; 06;
Itanagra; BA; 113.038,88; 2002; 06;
Itanhém; BA; 233.794,94; 2002; 06;
Itaparica; BA; 226.077,73; 2002; 06;
Itapé; BA; 198.371,48; 2002; 06;
Itapebi; BA; 162.948,01; 2002; 06;
Itapetinga; BA; 414.475,81; 2002; 06;
Itapicuru; BA; 263.757,36; 2002; 06;
Itapitanga; BA; 150.718,50; 2002; 06;
Itaquara; BA; 113.038,88; 2002; 06;
Itarantim; BA; 198.371,48; 2002; 06;
Itatim; BA; 150.718,50; 2002; 06;
Itiruçu; BA; 188.398,12; 2002; 06;
Itiúba; BA; 304.641,89; 2002; 06;
Itororó; BA; 233.794,94; 2002; 06;
Ituaçu; BA; 226.077,73; 2002; 06;
Ituberá; BA; 263.757,36; 2002; 06;
Iuiú; BA; 150.718,50; 2002; 06;
Jaborandi; BA; 127.524,52; 2002; 06;
Jacaraci; BA; 184.202,08; 2002; 06;
Jacobina; BA; 481.759,21; 2002; 06;
Jaguaquara; BA; 376.796,21; 2002; 06;
Jaguarari; BA; 269.218,41; 2002; 06;
Jaguaripe; BA; 162.948,01; 2002; 06;
Jandaíra; BA; 150.718,50; 2002; 06;
Jequié; BA; 1.295.132,63; 2002; 06;
Jeremoabo; BA; 304.641,89; 2002; 06;
Jiquiriçá; BA; 188.398,12; 2002; 06;
Jitaúna; BA; 226.077,73; 2002; 06;
João Dourado; BA; 226.077,73; 2002; 06;
Juazeiro; BA; 1.332.812,22; 2002; 06;
Jucuruçu; BA; 184.202,08; 2002; 06;
Jussara; BA; 198.371,48; 2002; 06;
Jussari; BA; 127.524,52; 2002; 06;
Jussiape; BA; 127.524,52; 2002; 06;
Lafaiete Coutinho; BA; 113.038,88; 2002; 06;
Lagoa Real; BA; 150.718,50; 2002; 06;
Laje; BA; 226.077,73; 2002; 06;
Lajedão; BA; 113.038,88; 2002; 06;
Lajedinho; BA; 113.038,88; 2002; 06;
Lajedo do Tabocal; BA; 127.524,52; 2002; 06;
Lamarão; BA; 127.524,52; 2002; 06;
Lapão; BA; 263.757,36; 2002; 06;
Lauro de Freitas; BA; 640.553,53; 2002; 06;
Lençóis; BA; 113.038,88; 2002; 06;
Licínio de Almeida; BA; 162.948,01; 2002; 06;
Livramento do Brumado; BA; 339.116,59; 2002; 06;
Luís Eduardo Magalhães; BA; 226.077,49; 2002; 06;
Macajuba; BA; 162.948,01; 2002; 06;
Macarani; BA; 198.371,48; 2002; 06;
Macaúbas; BA; 339.116,59; 2002; 06;
Macururé; BA; 127.524,52; 2002; 06;
Madre de Deus; BA; 162.948,01; 2002; 06;
Maetinga; BA; 188.398,12; 2002; 06;
Maiquinique; BA; 113.038,88; 2002; 06;
Mairi; BA; 233.794,94; 2002; 06;
Malhada; BA; 198.371,48; 2002; 06;
Malhada de Pedras; BA; 127.524,52; 2002; 06;
Manoel Vitorino; BA; 198.371,48; 2002; 06;
Mansidão; BA; 150.718,50; 2002; 06;
Maracás; BA; 301.436,96; 2002; 06;
Maragogipe; BA; 340.065,35; 2002; 06;
Maraú; BA; 233.794,94; 2002; 06;
Marcionílio Souza; BA; 162.948,01; 2002; 06;
Mascote; BA; 219.625,56; 2002; 06;
Mata de São João; BA; 325.895,95; 2002; 06;
Matina; BA; 150.718,50; 2002; 06;
Medeiros Neto; BA; 233.794,94; 2002; 06;
Miguel Calmon; BA; 263.757,36; 2002; 06;
Milagres; BA; 150.718,50; 2002; 06;
Mirangaba; BA; 188.398,12; 2002; 06;
Mirante; BA; 188.398,12; 2002; 06;
Monte Santo; BA; 410.912,29; 2002; 06;
Morpará; BA; 127.524,52; 2002; 06;
Morro do Chapéu; BA; 325.895,95; 2002; 06;
Mortugaba; BA; 162.948,01; 2002; 06;
Mucugê; BA; 188.398,12; 2002; 06;
Mucuri; BA; 263.757,36; 2002; 06;
Mulungu do Morro; BA; 188.398,12; 2002; 06;
Mundo Novo; BA; 255.049,03; 2002; 06;
Muniz Ferreira; BA; 127.524,52; 2002; 06;
Muquém de São Francisco; BA; 113.038,88; 2002; 06;
Muritiba; BA; 301.436,96; 2002; 06;
Mutuípe; BA; 226.077,73; 2002; 06;
Nazaré; BA; 263.757,36; 2002; 06;
Nilo Peçanha; BA; 150.718,50; 2002; 06;
Nordestina; BA; 150.718,50; 2002; 06;
Nova Canaã; BA; 198.371,48; 2002; 06;
Nova Fátima; BA; 127.524,52; 2002; 06;
Nova Ibiá; BA; 148.778,61; 2002; 06;
Nova Itarana; BA; 113.038,88; 2002; 06;
Nova Redenção; BA; 127.524,52; 2002; 06;
Nova Soure; BA; 263.757,36; 2002; 06;
Nova Viçosa; BA; 301.436,96; 2002; 06;
Novo Horizonte; BA; 127.524,52; 2002; 06;
Novo Triunfo; BA; 188.398,12; 2002; 06;
Olindina; BA; 263.757,36; 2002; 06;
Oliveira dos Brejinhos; BA; 233.794,94; 2002; 06;
Ouriçangas; BA; 113.038,88; 2002; 06;
Ourolândia; BA; 198.371,48; 2002; 06;
Palmas de Monte Alto; BA; 226.077,73; 2002; 06;
Palmeiras; BA; 113.038,88; 2002; 06;
Paramirim; BA; 233.794,94; 2002; 06;
Paratinga; BA; 263.757,36; 2002; 06;
Paripiranga; BA; 269.218,41; 2002; 06;
Pau Brasil; BA; 205.456,17; 2002; 06;
Paulo Afonso; BA; 552.606,15; 2002; 06;
Pé de Serra; BA; 184.202,08; 2002; 06;
Pedrão; BA; 127.524,52; 2002; 06;
Pedro Alexandre; BA; 226.077,73; 2002; 06;
Piatã; BA; 226.077,73; 2002; 06;
Pilão Arcado; BA; 269.218,41; 2002; 06;
Pindaí; BA; 198.371,48; 2002; 06;
Pindobaçu; BA; 233.794,94; 2002; 06;
Pintadas; BA; 162.948,01; 2002; 06;
Piraí do Norte; BA; 148.778,61; 2002; 06;
Piripá; BA; 188.398,12; 2002; 06;
Piritiba; BA; 233.794,94; 2002; 06;
Planaltino; BA; 127.524,52; 2002; 06;
Planalto; BA; 255.049,03; 2002; 06;
Poções; BA; 376.796,21; 2002; 06;
Pojuca; BA; 269.218,41; 2002; 06;
Ponto Novo; BA; 226.077,73; 2002; 06;
Porto Seguro; BA; 602.873,91; 2002; 06;
Potiraguá; BA; 188.398,12; 2002; 06;
Prado; BA; 269.218,41; 2002; 06;
Presidente Dutra; BA; 198.371,48; 2002; 06;
Presidente Jânio Quadros; BA; 226.077,73; 2002; 06;
Presidente Tancredo Neves; BA; 226.077,73; 2002; 06;
Queimadas; BA; 263.757,36; 2002; 06;
Quijingue; BA; 263.757,36; 2002; 06;
Quixabeira; BA; 148.778,61; 2002; 06;
Rafael Jambeiro; BA; 233.794,94; 2002; 06;
Remanso; BA; 301.436,96; 2002; 06;
Retirolândia; BA; 162.948,01; 2002; 06;
Riachão das Neves; BA; 226.077,73; 2002; 06;
Riachão do Jacuípe; BA; 325.895,95; 2002; 06;
Riacho de Santana; BA; 263.757,36; 2002; 06;
Ribeira do Amparo; BA; 188.398,12; 2002; 06;
Ribeira do Pombal; BA; 376.796,21; 2002; 06;
Ribeirão do Largo; BA; 188.398,12; 2002; 06;
Rio de Contas; BA; 198.371,48; 2002; 06;
Rio do Antônio; BA; 188.398,12; 2002; 06;
Rio do Pires; BA; 162.948,01; 2002; 06;
Rio Real; BA; 301.436,96; 2002; 06;
Rodelas; BA; 113.038,88; 2002; 06;
Ruy Barbosa; BA; 290.472,49; 2002; 06;
Salinas da Margarida; BA; 150.718,50; 2002; 06;
Salvador; BA; 8.929.225,41; 2002; 06;
Santa Bárbara; BA; 226.077,73; 2002; 06;
Santa Brígida; BA; 226.077,73; 2002; 06;
Santa Cruz Cabrália; BA; 263.757,36; 2002; 06;
Santa Cruz da Vitória; BA; 113.038,88; 2002; 06;
Santa Inês; BA; 150.718,50; 2002; 06;
Santa Luzia; BA; 198.371,48; 2002; 06;
Santa Maria da Vitória; BA; 340.065,35; 2002; 06;
Santa Rita de Cássia; BA; 263.757,36; 2002; 06;
Santa Teresinha; BA; 127.524,52; 2002; 06;
Santaluz; BA; 301.436,96; 2002; 06;
Santana; BA; 269.218,41; 2002; 06;
Santanópolis; BA; 127.524,52; 2002; 06;
Santo Amaro; BA; 410.912,29; 2002; 06;
Santo Antônio de Jesus; BA; 489.835,05; 2002; 06;
Santo Estêvão; BA; 339.116,59; 2002; 06;
São Desidério; BA; 226.077,73; 2002; 06;
São Domingos; BA; 127.524,52; 2002; 06;
São Felipe; BA; 233.794,94; 2002; 06;
São Félix; BA; 198.371,48; 2002; 06;
São Félix do Coribe; BA; 162.948,01; 2002; 06;
São Francisco do Conde; BA; 263.757,36; 2002; 06;
São Gabriel; BA; 226.077,73; 2002; 06;
São Gonçalo dos Campos; BA; 269.218,41; 2002; 06;
São José da Vitória; BA; 113.038,88; 2002; 06;
São José do Jacuípe; BA; 148.778,61; 2002; 06;
São Miguel das Matas; BA; 127.524,52; 2002; 06;
São Sebastião do Passé; BA; 340.065,35; 2002; 06;
Sapeaçu; BA; 198.371,48; 2002; 06;
Sátiro Dias; BA; 226.077,73; 2002; 06;
Saubara; BA; 150.718,50; 2002; 06;
Saúde; BA; 162.948,01; 2002; 06;
Seabra; BA; 339.116,59; 2002; 06;
Sebastião Laranjeiras; BA; 127.524,52; 2002; 06;
Senhor do Bonfim; BA; 467.589,83; 2002; 06;
Sento Sé; BA; 325.895,95; 2002; 06;
Serra do Ramalho; BA; 304.641,89; 2002; 06;
Serra Dourada; BA; 226.077,73; 2002; 06;
Serra Preta; BA; 233.794,94; 2002; 06;
Serrinha; BA; 489.835,05; 2002; 06;
Serrolândia; BA; 162.948,01; 2002; 06;
Simões Filho; BA; 565.194,26; 2002; 06;
Sítio do Mato; BA; 162.948,01; 2002; 06;
Sítio do Quinto; BA; 226.077,73; 2002; 06;
Sobradinho; BA; 276.303,11; 2002; 06;
Souto Soares; BA; 198.371,48; 2002; 06;
Tabocas do Brejo Velho; BA; 162.948,01; 2002; 06;
Tanhaçu; BA; 226.077,73; 2002; 06;
Tanque Novo; BA; 188.398,12; 2002; 06;
Tanquinho; BA; 148.778,61; 2002; 06;
Taperoá; BA; 198.371,48; 2002; 06;
Tapiramutá; BA; 226.077,73; 2002; 06;
Teixeira de Freitas; BA; 602.873,91; 2002; 06;
Teodoro Sampaio; BA; 127.524,52; 2002; 06;
Teofilândia; BA; 226.077,73; 2002; 06;
Teolândia; BA; 150.718,50; 2002; 06;
Terra Nova; BA; 162.948,01; 2002; 06;
Tremedal; BA; 233.794,94; 2002; 06;
Tucano; BA; 414.475,81; 2002; 06;
Uauá; BA; 263.757,36; 2002; 06;
Ubaíra; BA; 226.077,73; 2002; 06;
Ubaitaba; BA; 263.757,36; 2002; 06;
Ubatã; BA; 255.049,03; 2002; 06;
Uibaí; BA; 188.398,12; 2002; 06;
Umburanas; BA; 188.398,12; 2002; 06;
Una; BA; 301.436,96; 2002; 06;
Urandi; BA; 198.371,48; 2002; 06;
Uruçuca; BA; 255.049,03; 2002; 06;
Utinga; BA; 198.371,48; 2002; 06;
Valença; BA; 481.759,21; 2002; 06;
Valente; BA; 233.794,94; 2002; 06;
Várzea da Roça; BA; 188.398,12; 2002; 06;
Várzea do Poço; BA; 127.524,52; 2002; 06;
Várzea Nova; BA; 198.371,48; 2002; 06;
Varzedo; BA; 127.524,52; 2002; 06;
Vera Cruz; BA; 301.436,96; 2002; 06;
Vereda; BA; 127.524,52; 2002; 06;
Vitória da Conquista; BA; 1.332.812,53; 2002; 06;
Wagner; BA; 113.038,88; 2002; 06;
Wanderley; BA; 188.398,12; 2002; 06;
Wenceslau Guimarães; BA; 263.757,36; 2002; 06;
Xique-Xique; BA; 376.796,21; 2002; 06;
Abaíra; BA; 139.438,76; 2002; 07;
Abaré; BA; 205.999,58; 2002; 07;
Acajutiba; BA; 205.999,58; 2002; 07;
Adustina; BA; 205.999,58; 2002; 07;
Água Fria; BA; 205.999,58; 2002; 07;
Aiquara; BA; 123.599,80; 2002; 07;
Alagoinhas; BA; 741.598,42; 2002; 07;
Alcobaça; BA; 247.199,50; 2002; 07;
Almadina; BA; 139.438,76; 2002; 07;
Amargosa; BA; 329.599,31; 2002; 07;
Amélia Rodrigues; BA; 288.399,39; 2002; 07;
América Dourada; BA; 216.904,70; 2002; 07;
Anagé; BA; 371.836,59; 2002; 07;
Andaraí; BA; 205.999,58; 2002; 07;
Andorinha; BA; 216.904,70; 2002; 07;
Angical; BA; 205.999,58; 2002; 07;
Anguera; BA; 162.678,56; 2002; 07;
Antas; BA; 216.904,70; 2002; 07;
Antônio Cardoso; BA; 201.411,51; 2002; 07;
Antônio Gonçalves; BA; 162.678,56; 2002; 07;
Aporá; BA; 240.144,50; 2002; 07;
Apuarema; BA; 123.599,80; 2002; 07;
Araças; BA; 164.799,67; 2002; 07;
Aracatu; BA; 216.904,70; 2002; 07;
Araci; BA; 411.999,14; 2002; 07;
Aramari; BA; 139.438,76; 2002; 07;
Arataca; BA; 201.411,51; 2002; 07;
Aratuípe; BA; 123.599,80; 2002; 07;
Aurelino Leal; BA; 255.637,69; 2002; 07;
Baianópolis; BA; 178.171,72; 2002; 07;
Baixa Grande; BA; 255.637,69; 2002; 07;
Banzaê; BA; 178.171,72; 2002; 07;
Barra; BA; 371.836,59; 2002; 07;
Barra da Estiva; BA; 288.399,39; 2002; 07;
Barra do Choça; BA; 370.799,24; 2002; 07;
Barra do Mendes; BA; 201.411,51; 2002; 07;
Barra do Rocha; BA; 139.438,76; 2002; 07;
Barreiras; BA; 700.398,50; 2002; 07;
Barro Alto; BA; 164.799,67; 2002; 07;
Barro Preto; BA; 139.438,76; 2002; 07;
Barrocas; BA; 164.799,67; 2002; 07;
Belmonte; BA; 255.637,69; 2002; 07;
Belo Campo; BA; 247.199,50; 2002; 07;
Biritinga; BA; 205.999,58; 2002; 07;
Boa Nova; BA; 247.199,50; 2002; 07;
Boa Vista do Tupim; BA; 247.199,50; 2002; 07;
Bom Jesus da Lapa; BA; 453.199,04; 2002; 07;
Bom Jesus da Serra; BA; 164.799,67; 2002; 07;
Boninal; BA; 178.171,72; 2002; 07;
Bonito; BA; 164.799,67; 2002; 07;
Boquira; BA; 255.637,69; 2002; 07;
Botuporã; BA; 164.799,67; 2002; 07;
Brejões; BA; 205.999,58; 2002; 07;
Brejolândia; BA; 139.438,76; 2002; 07;
Brotas de Macaúbas; BA; 201.411,51; 2002; 07;
Brumado; BA; 494.398,96; 2002; 07;
Buerarema; BA; 255.637,69; 2002; 07;
Buritirama; BA; 247.199,50; 2002; 07;
Caatiba; BA; 205.999,58; 2002; 07;
Cabaceiras do Paraguaçu; BA; 205.999,58; 2002; 07;
Cachoeira; BA; 329.599,31; 2002; 07;
Caculé; BA; 247.199,50; 2002; 07;
Caém; BA; 201.411,51; 2002; 07;
Caetanos; BA; 164.799,67; 2002; 07;
Caetité; BA; 411.999,14; 2002; 07;
Cafarnaum; BA; 205.999,58; 2002; 07;
Cairu; BA; 178.171,72; 2002; 07;
Caldeirão Grande; BA; 178.171,72; 2002; 07;
Camacan; BA; 387.329,82; 2002; 07;
Camaçari; BA; 1.457.332,81; 2002; 07;
Camamu; BA; 333.103,64; 2002; 07;
Campo Alegre de Lourdes; BA; 294.370,67; 2002; 07;
Campo Formoso; BA; 488.035,51; 2002; 07;
Canápolis; BA; 139.438,76; 2002; 07;
Canarana; BA; 255.637,69; 2002; 07;
Canavieiras; BA; 329.599,31; 2002; 07;
Candeal; BA; 162.678,56; 2002; 07;
Candeias; BA; 535.598,87; 2002; 07;
Candiba; BA; 201.411,51; 2002; 07;
Cândido Sales; BA; 288.399,39; 2002; 07;
Cansanção; BA; 333.103,64; 2002; 07;
Canudos; BA; 205.999,58; 2002; 07;
Capela do Alto Alegre; BA; 201.411,51; 2002; 07;
Capim Grosso; BA; 288.399,39; 2002; 07;
Caraíbas; BA; 247.199,50; 2002; 07;
Caravelas; BA; 255.637,69; 2002; 07;
Cardeal da Silva; BA; 123.599,80; 2002; 07;
Carinhanha; BA; 288.399,39; 2002; 07;
Casa Nova; BA; 453.199,04; 2002; 07;
Castro Alves; BA; 294.370,67; 2002; 07;
Catolândia; BA; 123.599,80; 2002; 07;
Catu; BA; 410.569,60; 2002; 07;
Caturama; BA; 139.438,76; 2002; 07;
Central; BA; 216.904,70; 2002; 07;
Chorrochó; BA; 164.799,67; 2002; 07;
Cícero Dantas; BA; 329.599,31; 2002; 07;
Cipó; BA; 205.999,58; 2002; 07;
Coaraci; BA; 294.370,67; 2002; 07;
Cocos; BA; 247.199,50; 2002; 07;
Conceição da Feira; BA; 247.199,50; 2002; 07;
Conceição do Almeida; BA; 247.199,50; 2002; 07;
Conceição do Coité; BA; 453.199,04; 2002; 07;
