Município; Estado; FPM; Ano; Mês;
Acrelândia; AC; 83.690,96; 2000; 01;
Assis Brasil; AC; 83.690,96; 2000; 01;
Brasiléia; AC; 161.762,43; 2000; 01;
Bujari; AC; 83.690,96; 2000; 01;
Capixaba; AC; 83.690,96; 2000; 01;
Cruzeiro do Sul; AC; 328.742,89; 2000; 01;
Epitaciolândia; AC; 111.587,93; 2000; 01;
Feijó; AC; 195.278,85; 2000; 01;
Jordão; AC; 83.690,96; 2000; 01;
Mâncio Lima; AC; 83.690,96; 2000; 01;
Manoel Urbano; AC; 83.690,96; 2000; 01;
Marechal Thaumaturgo; AC; 83.690,96; 2000; 01;
Plácido de Castro; AC; 151.326,15; 2000; 01;
Porto Acre; AC; 83.690,96; 2000; 01;
Porto Walter; AC; 83.690,96; 2000; 01;
Rio Branco; AC; 3.697.809,68; 2000; 01;
Rodrigues Alves; AC; 83.690,96; 2000; 01;
Santa Rosa do Purus; AC; 83.690,97; 2000; 01;
Sena Madureira; AC; 172.198,70; 2000; 01;
Senador Guiomard; AC; 139.484,93; 2000; 01;
Tarauacá; AC; 198.289,38; 2000; 01;
Xapuri; AC; 146.108,00; 2000; 01;
Acrelândia; AC; 76.082,65; 2000; 02;
Assis Brasil; AC; 76.082,65; 2000; 02;
Brasiléia; AC; 147.056,64; 2000; 02;
Bujari; AC; 76.082,65; 2000; 02;
Capixaba; AC; 76.082,65; 2000; 02;
Cruzeiro do Sul; AC; 298.857,00; 2000; 02;
Epitaciolândia; AC; 101.443,52; 2000; 02;
Feijó; AC; 177.526,17; 2000; 02;
Jordão; AC; 76.082,65; 2000; 02;
Mâncio Lima; AC; 76.082,65; 2000; 02;
Manoel Urbano; AC; 76.082,65; 2000; 02;
Marechal Thaumaturgo; AC; 76.082,65; 2000; 02;
Plácido de Castro; AC; 137.569,12; 2000; 02;
Porto Acre; AC; 76.082,65; 2000; 02;
Porto Walter; AC; 76.082,65; 2000; 02;
Rio Branco; AC; 3.361.642,94; 2000; 02;
Rodrigues Alves; AC; 76.082,65; 2000; 02;
Santa Rosa do Purus; AC; 76.082,63; 2000; 02;
Sena Madureira; AC; 156.544,14; 2000; 02;
Senador Guiomard; AC; 126.804,40; 2000; 02;
Tarauacá; AC; 180.262,96; 2000; 02;
Xapuri; AC; 132.825,35; 2000; 02;
Acrelândia; AC; 82.880,88; 2000; 03;
Assis Brasil; AC; 82.880,88; 2000; 03;
Brasiléia; AC; 160.196,60; 2000; 03;
Bujari; AC; 82.880,88; 2000; 03;
Capixaba; AC; 82.880,88; 2000; 03;
Cruzeiro do Sul; AC; 325.560,78; 2000; 03;
Epitaciolândia; AC; 110.507,81; 2000; 03;
Feijó; AC; 193.388,66; 2000; 03;
Jordão; AC; 82.880,88; 2000; 03;
Mâncio Lima; AC; 82.880,88; 2000; 03;
Manoel Urbano; AC; 82.880,88; 2000; 03;
Marechal Thaumaturgo; AC; 82.880,88; 2000; 03;
Plácido de Castro; AC; 149.861,33; 2000; 03;
Porto Acre; AC; 82.880,88; 2000; 03;
Porto Walter; AC; 82.880,88; 2000; 03;
Rio Branco; AC; 3.662.016,15; 2000; 03;
Rodrigues Alves; AC; 82.880,88; 2000; 03;
Santa Rosa do Purus; AC; 82.880,89; 2000; 03;
Sena Madureira; AC; 170.531,85; 2000; 03;
Senador Guiomard; AC; 138.134,77; 2000; 03;
Tarauacá; AC; 196.370,03; 2000; 03;
Xapuri; AC; 144.693,71; 2000; 03;
Acrelândia; AC; 85.965,19; 2000; 04;
Assis Brasil; AC; 85.965,19; 2000; 04;
Brasiléia; AC; 166.158,20; 2000; 04;
Bujari; AC; 85.965,19; 2000; 04;
Capixaba; AC; 85.965,19; 2000; 04;
Cruzeiro do Sul; AC; 337.676,25; 2000; 04;
Epitaciolândia; AC; 114.620,28; 2000; 04;
Feijó; AC; 200.585,47; 2000; 04;
Jordão; AC; 85.965,19; 2000; 04;
Mâncio Lima; AC; 85.965,19; 2000; 04;
Manoel Urbano; AC; 85.965,19; 2000; 04;
Marechal Thaumaturgo; AC; 85.965,19; 2000; 04;
Plácido de Castro; AC; 155.438,29; 2000; 04;
Porto Acre; AC; 85.965,19; 2000; 04;
Porto Walter; AC; 85.965,19; 2000; 04;
Rio Branco; AC; 3.798.295,17; 2000; 04;
Rodrigues Alves; AC; 85.965,19; 2000; 04;
Santa Rosa do Purus; AC; 85.965,46; 2000; 04;
Sena Madureira; AC; 176.878,06; 2000; 04;
Senador Guiomard; AC; 143.275,33; 2000; 04;
Tarauacá; AC; 203.677,76; 2000; 04;
Xapuri; AC; 150.078,37; 2000; 04;
Acrelândia; AC; 82.224,39; 2000; 05;
Assis Brasil; AC; 82.224,39; 2000; 05;
Brasiléia; AC; 158.927,74; 2000; 05;
Bujari; AC; 82.224,39; 2000; 05;
Capixaba; AC; 82.224,39; 2000; 05;
Cruzeiro do Sul; AC; 322.982,13; 2000; 05;
Epitaciolândia; AC; 109.632,53; 2000; 05;
Feijó; AC; 191.856,90; 2000; 05;
Jordão; AC; 82.224,39; 2000; 05;
Mâncio Lima; AC; 82.224,39; 2000; 05;
Manoel Urbano; AC; 82.224,39; 2000; 05;
Marechal Thaumaturgo; AC; 82.224,39; 2000; 05;
Plácido de Castro; AC; 148.674,33; 2000; 05;
Porto Acre; AC; 82.224,39; 2000; 05;
Porto Walter; AC; 82.224,39; 2000; 05;
Rio Branco; AC; 3.633.010,35; 2000; 05;
Rodrigues Alves; AC; 82.224,39; 2000; 05;
Santa Rosa do Purus; AC; 82.224,43; 2000; 05;
Sena Madureira; AC; 169.181,13; 2000; 05;
Senador Guiomard; AC; 137.040,62; 2000; 05;
Tarauacá; AC; 194.814,63; 2000; 05;
Xapuri; AC; 143.547,64; 2000; 05;
Acrelândia; AC; 66.694,87; 2000; 06;
Assis Brasil; AC; 66.694,87; 2000; 06;
Brasiléia; AC; 128.911,44; 2000; 06;
Bujari; AC; 66.694,87; 2000; 06;
Capixaba; AC; 66.694,87; 2000; 06;
Cruzeiro do Sul; AC; 261.981,27; 2000; 06;
Epitaciolândia; AC; 88.926,46; 2000; 06;
Feijó; AC; 155.621,38; 2000; 06;
Jordão; AC; 66.694,87; 2000; 06;
Mâncio Lima; AC; 66.694,87; 2000; 06;
Manoel Urbano; AC; 66.694,87; 2000; 06;
Marechal Thaumaturgo; AC; 66.694,87; 2000; 06;
Plácido de Castro; AC; 120.594,58; 2000; 06;
Porto Acre; AC; 66.694,87; 2000; 06;
Porto Walter; AC; 66.694,87; 2000; 06;
Rio Branco; AC; 2.946.852,45; 2000; 06;
Rodrigues Alves; AC; 66.694,87; 2000; 06;
Santa Rosa do Purus; AC; 66.694,92; 2000; 06;
Sena Madureira; AC; 137.228,31; 2000; 06;
Senador Guiomard; AC; 111.158,12; 2000; 06;
Tarauacá; AC; 158.020,47; 2000; 06;
Xapuri; AC; 116.436,14; 2000; 06;
Acrelândia; AC; 63.452,54; 2000; 07;
Assis Brasil; AC; 63.452,54; 2000; 07;
Brasiléia; AC; 122.644,42; 2000; 07;
Bujari; AC; 63.452,54; 2000; 07;
Capixaba; AC; 63.452,54; 2000; 07;
Cruzeiro do Sul; AC; 249.245,06; 2000; 07;
Epitaciolândia; AC; 84.603,32; 2000; 07;
Feijó; AC; 148.055,71; 2000; 07;
Jordão; AC; 63.452,54; 2000; 07;
Mâncio Lima; AC; 63.452,54; 2000; 07;
Manoel Urbano; AC; 63.452,54; 2000; 07;
Marechal Thaumaturgo; AC; 63.452,54; 2000; 07;
Plácido de Castro; AC; 114.731,86; 2000; 07;
Porto Acre; AC; 63.452,54; 2000; 07;
Porto Walter; AC; 63.452,54; 2000; 07;
Rio Branco; AC; 2.803.591,30; 2000; 07;
Rodrigues Alves; AC; 63.452,54; 2000; 07;
Santa Rosa do Purus; AC; 63.452,40; 2000; 07;
Sena Madureira; AC; 130.556,96; 2000; 07;
Senador Guiomard; AC; 105.754,17; 2000; 07;
Tarauacá; AC; 150.338,31; 2000; 07;
Xapuri; AC; 110.775,61; 2000; 07;
Acrelândia; AC; 70.746,56; 2000; 08;
Assis Brasil; AC; 70.746,56; 2000; 08;
Brasiléia; AC; 136.742,72; 2000; 08;
Bujari; AC; 70.746,56; 2000; 08;
Capixaba; AC; 70.746,56; 2000; 08;
Cruzeiro do Sul; AC; 277.896,44; 2000; 08;
Epitaciolândia; AC; 94.328,72; 2000; 08;
Feijó; AC; 165.075,23; 2000; 08;
Jordão; AC; 70.746,56; 2000; 08;
Mâncio Lima; AC; 70.746,56; 2000; 08;
Manoel Urbano; AC; 70.746,56; 2000; 08;
Marechal Thaumaturgo; AC; 70.746,56; 2000; 08;
Plácido de Castro; AC; 127.920,60; 2000; 08;
Porto Acre; AC; 70.746,56; 2000; 08;
Porto Walter; AC; 70.746,56; 2000; 08;
Rio Branco; AC; 3.125.871,72; 2000; 08;
Rodrigues Alves; AC; 70.746,56; 2000; 08;
Santa Rosa do Purus; AC; 70.746,56; 2000; 08;
Sena Madureira; AC; 145.564,81; 2000; 08;
Senador Guiomard; AC; 117.910,89; 2000; 08;
Tarauacá; AC; 167.620,08; 2000; 08;
Xapuri; AC; 123.509,55; 2000; 08;
Acrelândia; AC; 71.336,05; 2000; 09;
Assis Brasil; AC; 71.336,05; 2000; 09;
Brasiléia; AC; 137.882,14; 2000; 09;
Bujari; AC; 71.336,05; 2000; 09;
Capixaba; AC; 71.336,05; 2000; 09;
Cruzeiro do Sul; AC; 280.212,01; 2000; 09;
Epitaciolândia; AC; 95.114,70; 2000; 09;
Feijó; AC; 166.450,68; 2000; 09;
Jordão; AC; 71.336,05; 2000; 09;
Mâncio Lima; AC; 71.336,05; 2000; 09;
Manoel Urbano; AC; 71.336,05; 2000; 09;
Marechal Thaumaturgo; AC; 71.336,05; 2000; 09;
Plácido de Castro; AC; 128.986,52; 2000; 09;
Porto Acre; AC; 71.336,05; 2000; 09;
Porto Walter; AC; 71.336,05; 2000; 09;
Rio Branco; AC; 3.151.917,77; 2000; 09;
Rodrigues Alves; AC; 71.336,05; 2000; 09;
Santa Rosa do Purus; AC; 71.335,98; 2000; 09;
Sena Madureira; AC; 146.777,74; 2000; 09;
Senador Guiomard; AC; 118.893,37; 2000; 09;
Tarauacá; AC; 169.016,78; 2000; 09;
Xapuri; AC; 124.538,71; 2000; 09;
Acrelândia; AC; 75.424,31; 2000; 10;
Assis Brasil; AC; 75.424,31; 2000; 10;
Brasiléia; AC; 145.784,13; 2000; 10;
Bujari; AC; 75.424,31; 2000; 10;
Capixaba; AC; 75.424,31; 2000; 10;
Cruzeiro do Sul; AC; 296.270,92; 2000; 10;
Epitaciolândia; AC; 100.565,72; 2000; 10;
Feijó; AC; 175.989,90; 2000; 10;
Jordão; AC; 75.424,31; 2000; 10;
Mâncio Lima; AC; 75.424,31; 2000; 10;
Manoel Urbano; AC; 75.424,31; 2000; 10;
Marechal Thaumaturgo; AC; 75.424,31; 2000; 10;
Plácido de Castro; AC; 136.378,71; 2000; 10;
Porto Acre; AC; 75.424,31; 2000; 10;
Porto Walter; AC; 75.424,31; 2000; 10;
Rio Branco; AC; 3.332.554,13; 2000; 10;
Rodrigues Alves; AC; 75.424,31; 2000; 10;
Santa Rosa do Purus; AC; 75.424,33; 2000; 10;
Sena Madureira; AC; 155.189,55; 2000; 10;
Senador Guiomard; AC; 125.707,15; 2000; 10;
Tarauacá; AC; 178.703,13; 2000; 10;
Xapuri; AC; 131.676,00; 2000; 10;
Acrelândia; AC; 81.864,27; 2000; 11;
Assis Brasil; AC; 81.864,27; 2000; 11;
Brasiléia; AC; 158.231,67; 2000; 11;
Bujari; AC; 81.864,27; 2000; 11;
Capixaba; AC; 81.864,27; 2000; 11;
Cruzeiro do Sul; AC; 321.567,51; 2000; 11;
Epitaciolândia; AC; 109.152,36; 2000; 11;
Feijó; AC; 191.016,65; 2000; 11;
Jordão; AC; 81.864,27; 2000; 11;
Mâncio Lima; AC; 81.864,27; 2000; 11;
Manoel Urbano; AC; 81.864,27; 2000; 11;
Marechal Thaumaturgo; AC; 81.864,27; 2000; 11;
Plácido de Castro; AC; 148.023,16; 2000; 11;
Porto Acre; AC; 81.864,27; 2000; 11;
Porto Walter; AC; 81.864,27; 2000; 11;
Rio Branco; AC; 3.617.098,49; 2000; 11;
Rodrigues Alves; AC; 81.864,27; 2000; 11;
Santa Rosa do Purus; AC; 81.864,19; 2000; 11;
Sena Madureira; AC; 168.440,14; 2000; 11;
Senador Guiomard; AC; 136.440,43; 2000; 11;
Tarauacá; AC; 193.961,37; 2000; 11;
Xapuri; AC; 142.918,93; 2000; 11;
Acrelândia; AC; 92.388,77; 2000; 12;
Assis Brasil; AC; 92.388,77; 2000; 12;
Brasiléia; AC; 178.573,98; 2000; 12;
Bujari; AC; 92.388,77; 2000; 12;
Capixaba; AC; 92.388,77; 2000; 12;
Cruzeiro do Sul; AC; 362.908,33; 2000; 12;
Epitaciolândia; AC; 123.185,02; 2000; 12;
Feijó; AC; 215.573,84; 2000; 12;
Jordão; AC; 92.388,77; 2000; 12;
Mâncio Lima; AC; 92.388,77; 2000; 12;
Manoel Urbano; AC; 92.388,77; 2000; 12;
Marechal Thaumaturgo; AC; 92.388,77; 2000; 12;
Plácido de Castro; AC; 167.053,07; 2000; 12;
Porto Acre; AC; 92.388,77; 2000; 12;
Porto Walter; AC; 92.388,77; 2000; 12;
Rio Branco; AC; 4.082.113,86; 2000; 12;
Rodrigues Alves; AC; 92.388,77; 2000; 12;
Santa Rosa do Purus; AC; 92.388,67; 2000; 12;
Sena Madureira; AC; 190.094,88; 2000; 12;
Senador Guiomard; AC; 153.981,24; 2000; 12;
Tarauacá; AC; 218.897,11; 2000; 12;
Xapuri; AC; 161.292,61; 2000; 12;
Acrelândia; AC; 110.764,57; 2001; 01;
Assis Brasil; AC; 110.764,57; 2001; 01;
Brasiléia; AC; 193.998,85; 2001; 01;
Bujari; AC; 110.764,57; 2001; 01;
Capixaba; AC; 110.764,57; 2001; 01;
Cruzeiro do Sul; AC; 414.756,10; 2001; 01;
Epitaciolândia; AC; 147.686,09; 2001; 01;
Feijó; AC; 258.450,69; 2001; 01;
Jordão; AC; 110.764,57; 2001; 01;
Mâncio Lima; AC; 110.764,57; 2001; 01;
Manoel Urbano; AC; 110.764,57; 2001; 01;
Marechal Thaumaturgo; AC; 110.764,57; 2001; 01;
Plácido de Castro; AC; 173.930,00; 2001; 01;
Porto Acre; AC; 110.764,57; 2001; 01;
Porto Walter; AC; 110.764,57; 2001; 01;
Rio Branco; AC; 4.842.158,06; 2001; 01;
Rodrigues Alves; AC; 110.764,57; 2001; 01;
Santa Rosa do Purus; AC; 110.764,69; 2001; 01;
Sena Madureira; AC; 214.067,69; 2001; 01;
Senador Guiomard; AC; 184.607,61; 2001; 01;
Tarauacá; AC; 247.515,74; 2001; 01;
Xapuri; AC; 180.619,64; 2001; 01;
Acrelândia; AC; 90.250,27; 2001; 02;
Assis Brasil; AC; 90.250,27; 2001; 02;
Brasiléia; AC; 158.069,02; 2001; 02;
Bujari; AC; 90.250,27; 2001; 02;
Capixaba; AC; 90.250,27; 2001; 02;
Cruzeiro do Sul; AC; 337.940,56; 2001; 02;
Epitaciolândia; AC; 120.333,68; 2001; 02;
Feijó; AC; 210.583,93; 2001; 02;
Jordão; AC; 90.250,27; 2001; 02;
Mâncio Lima; AC; 90.250,27; 2001; 02;
Manoel Urbano; AC; 90.250,27; 2001; 02;
Marechal Thaumaturgo; AC; 90.250,27; 2001; 02;
Plácido de Castro; AC; 141.717,04; 2001; 02;
Porto Acre; AC; 90.250,27; 2001; 02;
Porto Walter; AC; 90.250,27; 2001; 02;
Rio Branco; AC; 3.945.358,82; 2001; 02;
Rodrigues Alves; AC; 90.250,27; 2001; 02;
Santa Rosa do Purus; AC; 90.250,28; 2001; 02;
Sena Madureira; AC; 174.420,97; 2001; 02;
Senador Guiomard; AC; 150.417,10; 2001; 02;
Tarauacá; AC; 201.674,22; 2001; 02;
Xapuri; AC; 147.167,70; 2001; 02;
Acrelândia; AC; 78.458,47; 2001; 03;
Assis Brasil; AC; 78.458,47; 2001; 03;
Brasiléia; AC; 141.236,07; 2001; 03;
Bujari; AC; 78.458,47; 2001; 03;
Capixaba; AC; 78.458,47; 2001; 03;
Cruzeiro do Sul; AC; 297.651,96; 2001; 03;
Epitaciolândia; AC; 104.611,27; 2001; 03;
Feijó; AC; 183.069,72; 2001; 03;
Jordão; AC; 78.458,47; 2001; 03;
Mâncio Lima; AC; 78.458,47; 2001; 03;
Manoel Urbano; AC; 78.458,47; 2001; 03;
Marechal Thaumaturgo; AC; 78.458,47; 2001; 03;
Plácido de Castro; AC; 128.210,02; 2001; 03;
Porto Acre; AC; 78.458,47; 2001; 03;
Porto Walter; AC; 78.458,47; 2001; 03;
Rio Branco; AC; 3.446.913,89; 2001; 03;
Rodrigues Alves; AC; 78.458,47; 2001; 03;
Santa Rosa do Purus; AC; 78.458,52; 2001; 03;
Sena Madureira; AC; 154.262,12; 2001; 03;
Senador Guiomard; AC; 130.764,11; 2001; 03;
Tarauacá; AC; 178.160,44; 2001; 03;
Xapuri; AC; 130.363,83; 2001; 03;
Acrelândia; AC; 88.703,05; 2001; 04;
Assis Brasil; AC; 88.703,05; 2001; 04;
Brasiléia; AC; 179.892,60; 2001; 04;
Bujari; AC; 88.703,05; 2001; 04;
Capixaba; AC; 88.703,05; 2001; 04;
Cruzeiro do Sul; AC; 356.974,30; 2001; 04;
Epitaciolândia; AC; 118.270,71; 2001; 04;
Feijó; AC; 206.973,73; 2001; 04;
Jordão; AC; 88.703,05; 2001; 04;
Mâncio Lima; AC; 88.703,05; 2001; 04;
Manoel Urbano; AC; 88.703,05; 2001; 04;
Marechal Thaumaturgo; AC; 88.703,05; 2001; 04;
Plácido de Castro; AC; 171.460,14; 2001; 04;
Porto Acre; AC; 88.703,05; 2001; 04;
Porto Walter; AC; 88.703,05; 2001; 04;
Rio Branco; AC; 3.987.179,74; 2001; 04;
Rodrigues Alves; AC; 88.703,05; 2001; 04;
Santa Rosa do Purus; AC; 88.703,11; 2001; 04;
Sena Madureira; AC; 188.325,05; 2001; 04;
Senador Guiomard; AC; 147.838,38; 2001; 04;
Tarauacá; AC; 216.433,26; 2001; 04;
Xapuri; AC; 160.216,85; 2001; 04;
Acrelândia; AC; 99.733,57; 2001; 05;
Assis Brasil; AC; 99.733,57; 2001; 05;
Brasiléia; AC; 202.262,78; 2001; 05;
Bujari; AC; 99.733,57; 2001; 05;
Capixaba; AC; 99.733,57; 2001; 05;
Cruzeiro do Sul; AC; 401.365,15; 2001; 05;
Epitaciolândia; AC; 132.978,03; 2001; 05;
Feijó; AC; 232.711,58; 2001; 05;
Jordão; AC; 99.733,57; 2001; 05;
Mâncio Lima; AC; 99.733,57; 2001; 05;
Manoel Urbano; AC; 99.733,57; 2001; 05;
Marechal Thaumaturgo; AC; 99.733,57; 2001; 05;
Plácido de Castro; AC; 192.781,73; 2001; 05;
Porto Acre; AC; 99.733,57; 2001; 05;
Porto Walter; AC; 99.733,57; 2001; 05;
Rio Branco; AC; 4.482.998,02; 2001; 05;
Rodrigues Alves; AC; 99.733,57; 2001; 05;
Santa Rosa do Purus; AC; 99.733,55; 2001; 05;
Sena Madureira; AC; 211.743,84; 2001; 05;
Senador Guiomard; AC; 166.222,57; 2001; 05;
Tarauacá; AC; 243.347,41; 2001; 05;
Xapuri; AC; 180.140,30; 2001; 05;
Acrelândia; AC; 86.533,83; 2001; 06;
Assis Brasil; AC; 86.533,83; 2001; 06;
Brasiléia; AC; 175.493,36; 2001; 06;
Bujari; AC; 86.533,83; 2001; 06;
Capixaba; AC; 86.533,83; 2001; 06;
Cruzeiro do Sul; AC; 348.244,57; 2001; 06;
Epitaciolândia; AC; 115.378,46; 2001; 06;
Feijó; AC; 201.912,21; 2001; 06;
Jordão; AC; 86.533,83; 2001; 06;
Mâncio Lima; AC; 86.533,83; 2001; 06;
Manoel Urbano; AC; 86.533,83; 2001; 06;
Marechal Thaumaturgo; AC; 86.533,83; 2001; 06;
Plácido de Castro; AC; 167.267,11; 2001; 06;
Porto Acre; AC; 86.533,83; 2001; 06;
Porto Walter; AC; 86.533,83; 2001; 06;
Rio Branco; AC; 3.889.674,15; 2001; 06;
Rodrigues Alves; AC; 86.533,83; 2001; 06;
Santa Rosa do Purus; AC; 86.533,86; 2001; 06;
Sena Madureira; AC; 183.719,61; 2001; 06;
Senador Guiomard; AC; 144.223,02; 2001; 06;
Tarauacá; AC; 211.140,46; 2001; 06;
Xapuri; AC; 156.298,78; 2001; 06;
Acrelândia; AC; 75.113,33; 2001; 07;
Assis Brasil; AC; 75.113,33; 2001; 07;
Brasiléia; AC; 162.257,29; 2001; 07;
Bujari; AC; 75.113,33; 2001; 07;
Capixaba; AC; 75.113,33; 2001; 07;
Cruzeiro do Sul; AC; 307.562,27; 2001; 07;
Epitaciolândia; AC; 100.151,10; 2001; 07;
Feijó; AC; 175.264,42; 2001; 07;
Jordão; AC; 75.113,33; 2001; 07;
Mâncio Lima; AC; 100.151,10; 2001; 07;
Manoel Urbano; AC; 75.113,33; 2001; 07;
Marechal Thaumaturgo; AC; 75.113,33; 2001; 07;
Plácido de Castro; AC; 154.992,02; 2001; 07;
Porto Acre; AC; 100.151,10; 2001; 07;
Porto Walter; AC; 75.113,33; 2001; 07;
Rio Branco; AC; 3.584.409,86; 2001; 07;
Rodrigues Alves; AC; 75.113,33; 2001; 07;
Santa Rosa do Purus; AC; 75.113,32; 2001; 07;
Sena Madureira; AC; 175.264,39; 2001; 07;
Senador Guiomard; AC; 150.226,64; 2001; 07;
Tarauacá; AC; 186.474,79; 2001; 07;
Xapuri; AC; 130.774,54; 2001; 07;
Acrelândia; AC; 79.081,57; 2001; 08;
Assis Brasil; AC; 79.081,57; 2001; 08;
Brasiléia; AC; 170.829,29; 2001; 08;
Bujari; AC; 79.081,57; 2001; 08;
Capixaba; AC; 79.081,57; 2001; 08;
Cruzeiro do Sul; AC; 323.810,70; 2001; 08;
Epitaciolândia; AC; 105.442,06; 2001; 08;
Feijó; AC; 184.523,59; 2001; 08;
Jordão; AC; 79.081,57; 2001; 08;
Mâncio Lima; AC; 105.442,06; 2001; 08;
Manoel Urbano; AC; 79.081,57; 2001; 08;
Marechal Thaumaturgo; AC; 79.081,57; 2001; 08;
Plácido de Castro; AC; 163.180,22; 2001; 08;
Porto Acre; AC; 105.442,06; 2001; 08;
Porto Walter; AC; 79.081,57; 2001; 08;
Rio Branco; AC; 3.735.292,76; 2001; 08;
Rodrigues Alves; AC; 79.081,57; 2001; 08;
Santa Rosa do Purus; AC; 79.081,51; 2001; 08;
Sena Madureira; AC; 184.523,56; 2001; 08;
Senador Guiomard; AC; 158.163,06; 2001; 08;
Tarauacá; AC; 196.326,18; 2001; 08;
Xapuri; AC; 137.683,32; 2001; 08;
Acrelândia; AC; 85.536,23; 2001; 09;
Assis Brasil; AC; 85.536,23; 2001; 09;
Brasiléia; AC; 184.772,48; 2001; 09;
Bujari; AC; 85.536,23; 2001; 09;
Capixaba; AC; 85.536,23; 2001; 09;
Cruzeiro do Sul; AC; 350.240,29; 2001; 09;
Epitaciolândia; AC; 114.048,29; 2001; 09;
Feijó; AC; 199.584,48; 2001; 09;
Jordão; AC; 85.536,23; 2001; 09;
Mâncio Lima; AC; 114.048,29; 2001; 09;
Manoel Urbano; AC; 85.536,23; 2001; 09;
Marechal Thaumaturgo; AC; 85.536,23; 2001; 09;
Plácido de Castro; AC; 176.499,07; 2001; 09;
Porto Acre; AC; 114.048,29; 2001; 09;
Porto Walter; AC; 85.536,23; 2001; 09;
Rio Branco; AC; 3.996.172,70; 2001; 09;
Rodrigues Alves; AC; 85.536,23; 2001; 09;
Santa Rosa do Purus; AC; 85.536,24; 2001; 09;
Sena Madureira; AC; 199.584,49; 2001; 09;
Senador Guiomard; AC; 171.072,43; 2001; 09;
Tarauacá; AC; 212.350,45; 2001; 09;
Xapuri; AC; 148.921,11; 2001; 09;
Acrelândia; AC; 81.745,37; 2001; 10;
Assis Brasil; AC; 81.745,37; 2001; 10;
Brasiléia; AC; 176.583,58; 2001; 10;
Bujari; AC; 81.745,37; 2001; 10;
Capixaba; AC; 81.745,37; 2001; 10;
Cruzeiro do Sul; AC; 334.718,07; 2001; 10;
Epitaciolândia; AC; 108.993,80; 2001; 10;
Feijó; AC; 190.739,21; 2001; 10;
Jordão; AC; 81.745,37; 2001; 10;
Mâncio Lima; AC; 108.993,80; 2001; 10;
Manoel Urbano; AC; 81.745,37; 2001; 10;
Marechal Thaumaturgo; AC; 81.745,37; 2001; 10;
Plácido de Castro; AC; 168.676,86; 2001; 10;
Porto Acre; AC; 108.993,80; 2001; 10;
Porto Walter; AC; 81.745,37; 2001; 10;
Rio Branco; AC; 3.819.067,07; 2001; 10;
Rodrigues Alves; AC; 81.745,37; 2001; 10;
Santa Rosa do Purus; AC; 81.745,34; 2001; 10;
Sena Madureira; AC; 190.739,15; 2001; 10;
Senador Guiomard; AC; 163.490,70; 2001; 10;
Tarauacá; AC; 202.939,33; 2001; 10;
Xapuri; AC; 142.321,09; 2001; 10;
Acrelândia; AC; 84.961,85; 2001; 11;
Assis Brasil; AC; 84.961,85; 2001; 11;
Brasiléia; AC; 183.531,70; 2001; 11;
Bujari; AC; 84.961,85; 2001; 11;
Capixaba; AC; 84.961,85; 2001; 11;
Cruzeiro do Sul; AC; 347.888,38; 2001; 11;
Epitaciolândia; AC; 113.282,41; 2001; 11;
Feijó; AC; 198.244,28; 2001; 11;
Jordão; AC; 84.961,85; 2001; 11;
Mâncio Lima; AC; 113.282,41; 2001; 11;
Manoel Urbano; AC; 84.961,85; 2001; 11;
Marechal Thaumaturgo; AC; 84.961,85; 2001; 11;
Plácido de Castro; AC; 175.313,86; 2001; 11;
Porto Acre; AC; 113.282,41; 2001; 11;
Porto Walter; AC; 84.961,85; 2001; 11;
Rio Branco; AC; 3.969.337,80; 2001; 11;
Rodrigues Alves; AC; 84.961,85; 2001; 11;
Santa Rosa do Purus; AC; 84.961,86; 2001; 11;
Sena Madureira; AC; 198.244,27; 2001; 11;
Senador Guiomard; AC; 169.923,66; 2001; 11;
Tarauacá; AC; 210.924,48; 2001; 11;
Xapuri; AC; 147.921,07; 2001; 11;
Acrelândia; AC; 103.042,54; 2001; 12;
Assis Brasil; AC; 103.042,54; 2001; 12;
Brasiléia; AC; 222.589,01; 2001; 12;
Bujari; AC; 103.042,54; 2001; 12;
Capixaba; AC; 103.042,54; 2001; 12;
Cruzeiro do Sul; AC; 421.922,40; 2001; 12;
Epitaciolândia; AC; 137.390,06; 2001; 12;
Feijó; AC; 240.432,57; 2001; 12;
Jordão; AC; 103.042,54; 2001; 12;
Mâncio Lima; AC; 137.390,06; 2001; 12;
Manoel Urbano; AC; 103.042,54; 2001; 12;
Marechal Thaumaturgo; AC; 103.042,54; 2001; 12;
Plácido de Castro; AC; 212.622,35; 2001; 12;
Porto Acre; AC; 137.390,06; 2001; 12;
Porto Walter; AC; 103.042,54; 2001; 12;
Rio Branco; AC; 4.814.051,55; 2001; 12;
Rodrigues Alves; AC; 103.042,54; 2001; 12;
Santa Rosa do Purus; AC; 103.042,56; 2001; 12;
Sena Madureira; AC; 240.432,56; 2001; 12;
Senador Guiomard; AC; 206.085,04; 2001; 12;
Tarauacá; AC; 255.811,23; 2001; 12;
Xapuri; AC; 179.400,11; 2001; 12;
Acrelândia; AC; 112.856,09; 2002; 01;
Assis Brasil; AC; 112.856,09; 2002; 01;
Brasiléia; AC; 237.309,27; 2002; 01;
Bujari; AC; 112.856,09; 2002; 01;
Capixaba; AC; 112.856,09; 2002; 01;
Cruzeiro do Sul; AC; 453.608,87; 2002; 01;
Epitaciolândia; AC; 150.474,78; 2002; 01;
